keynum,methodName,methodOfClass,projectName,SIZE,LCOM1,LCOM2,LCOM4,COH,CC,DR,NOAV,WMA,code
3059,hasPendingItems(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\DownloadQueue.java,xdm,7,17,13,4,0.2286,0.0958,0.666666667,2,5,"public boolean hasPendingItems(){
  if (!running) {
    return false;
  }
  for (  String id : queuedItems) {
    DownloadEntry ent=XDMApp.getInstance().getEntry(id);
    if (ent != null) {
      if (ent.getState() != XDMConstants.FINISHED) {
        return true;
      }
    }
  }
  return false;
}
"
3066,main(String[]),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\Main.java,xdm,10,41,37,7,0.15,0.0641,1,2,2,"public static void main(String[] args){
  Logger.log(""loading..."");
  Logger.log(System.getProperty(""java.version"") + "" "" + System.getProperty(""os.version""));
  try {
    UIManager.setLookAndFeel(new XDMLookAndFeel());
  }
 catch (  Exception e) {
    Logger.log(e);
  }
  XDMApp.start(args);
}
"
3072,loadQueues(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\QueueManager.java,xdm,39,542,343,5,0.0725,0.0875,0.333333333,17,12,"private void loadQueues(){
  File file=new File(Config.getInstance().getDataFolder(),""queues.txt"");
  DownloadQueue defaultQ=new DownloadQueue("""",StringResource.get(""DEF_QUEUE""));
  queueList.add(defaultQ);
  if (!file.exists()) {
    return;
  }
  SimpleDateFormat dateFormatter=new SimpleDateFormat(""yyyy-MM-dd"");
  BufferedReader reader=null;
  try {
    reader=new BufferedReader(new InputStreamReader(new FileInputStream(file),Charset.forName(""UTF-8"")));
    int count=Integer.parseInt(reader.readLine().trim());
    for (int i=0; i < count; i++) {
      String id=reader.readLine().trim();
      String name=reader.readLine().trim();
      DownloadQueue queue=null;
      if ("""".equals(id)) {
        queue=defaultQ;
      }
 else {
        queue=new DownloadQueue(id,name);
      }
      int c=Integer.parseInt(reader.readLine().trim());
      for (int j=0; j < c; j++) {
        queue.getQueuedItems().add(reader.readLine().trim());
      }
      boolean hasStartTime=Integer.parseInt(reader.readLine()) == 1;
      if (hasStartTime) {
        queue.setStartTime(Long.parseLong(reader.readLine()));
        boolean hasEndTime=Integer.parseInt(reader.readLine()) == 1;
        if (hasEndTime) {
          queue.setEndTime(Long.parseLong(reader.readLine()));
        }
        boolean isPeriodic=Integer.parseInt(reader.readLine()) == 1;
        queue.setPeriodic(isPeriodic);
        if (isPeriodic) {
          queue.setDayMask(Integer.parseInt(reader.readLine()));
        }
 else {
          if (Integer.parseInt(reader.readLine()) == 1) {
            String ln=reader.readLine();
            queue.setExecDate(dateFormatter.parse(ln));
          }
        }
      }
      if (queue.getQueueId().length() > 0) {
        queueList.add(queue);
      }
    }
  }
 catch (  Exception e) {
    Logger.log(e);
  }
  try {
    reader.close();
  }
 catch (  Exception e1) {
  }
}
"
3073,saveQueues(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\QueueManager.java,xdm,38,422,141,4,0.1155,0.1998,0.272727273,11,11,"public void saveQueues(){
  int count=queueList.size();
  File file=new File(Config.getInstance().getDataFolder(),""queues.txt"");
  BufferedWriter writer=null;
  String newLine=System.getProperty(""line.separator"");
  SimpleDateFormat dateFormatter=new SimpleDateFormat(""yyyy-MM-dd"");
  try {
    writer=new BufferedWriter(new OutputStreamWriter(new FileOutputStream(file),Charset.forName(""UTF-8"")));
    writer.write(count + newLine);
    for (int i=0; i < count; i++) {
      DownloadQueue queue=queueList.get(i);
      writer.write(queue.getQueueId() + newLine);
      writer.write(queue.getName() + newLine);
      ArrayList<String> queuedItems=queue.getQueuedItems();
      writer.write(queuedItems.size() + newLine);
      for (int j=0; j < queuedItems.size(); j++) {
        writer.write(queuedItems.get(j) + newLine);
      }
      if (queue.getStartTime() != -1) {
        writer.write(""1"" + newLine);
        writer.write(queue.getStartTime() + newLine);
        if (queue.getEndTime() != -1) {
          writer.write(""1"" + newLine);
          writer.write(queue.getEndTime() + newLine);
        }
 else {
          writer.write(""0"" + newLine);
        }
        writer.write((queue.isPeriodic() ? 1 : 0) + newLine);
        if (queue.isPeriodic()) {
          writer.write(queue.getDayMask() + newLine);
        }
 else {
          if (queue.getExecDate() != null) {
            writer.write(""1"" + newLine);
            writer.write(dateFormatter.format(queue.getExecDate()) + newLine);
          }
 else {
            writer.write(""0"" + newLine);
          }
        }
      }
 else {
        writer.write(""0"" + newLine);
      }
    }
  }
 catch (  Exception e) {
    Logger.log(e);
  }
  if (writer != null) {
    try {
      writer.close();
    }
 catch (    IOException e) {
      Logger.log(e);
    }
  }
}
"
3074,removeQueue(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\QueueManager.java,xdm,12,41,16,3,0.2024,0.1928,0.5,5,5,"public void removeQueue(String queueId){
  DownloadQueue q=getQueueById(queueId);
  if (q == null)   return;
  if (q.isRunning()) {
    q.stop();
  }
  for (int i=0; i < q.getQueuedItems().size(); i++) {
    String id=q.getQueuedItems().get(i);
    DownloadEntry ent=XDMApp.getInstance().getEntry(id);
    if (ent != null) {
      ent.setQueueId("""");
    }
  }
  queueList.remove(q);
}
"
3075,createNewQueue(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\QueueManager.java,xdm,16,105,90,5,0.1389,0.0684,0.5,6,6,"public void createNewQueue(){
  int counter=1;
  String name="""";
  String qw=StringResource.get(""Q_WORD"");
  while (true) {
    boolean found=false;
    counter++;
    for (    DownloadQueue qi : queueList) {
      if ("""".equals(qi.getQueueId()))       continue;
      if ((qw + "" "" + counter).equals(qi.getName())) {
        found=true;
        break;
      }
    }
    if (!found) {
      name=qw + "" "" + counter;
      break;
    }
  }
  DownloadQueue q=new DownloadQueue(UUID.randomUUID().toString(),name);
  queueList.add(q);
  saveQueues();
}
"
3076,"fixCorruptEntries(Iterator<String>,XDMApp)",D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\QueueManager.java,xdm,18,130,107,3,0.1389,0.0556,0.75,11,7,"public void fixCorruptEntries(Iterator<String> ids,XDMApp app){
  DownloadQueue dfq=getDefaultQueue();
  while (ids.hasNext()) {
    String id=ids.next();
    DownloadEntry ent=app.getEntry(id);
    String qId=ent.getQueueId();
    if (qId == null || getQueueById(qId) == null) {
      dfq.getQueuedItems().add(id);
      ent.setQueueId("""");
    }
  }
  for (int i=0; i < queueList.size(); i++) {
    DownloadQueue q=queueList.get(i);
    ArrayList<String> corruptIds=new ArrayList<String>();
    for (int k=0; k < q.getQueuedItems().size(); k++) {
      String id=q.getQueuedItems().get(k);
      if (app.getEntry(id) == null) {
        corruptIds.add(id);
      }
    }
    q.getQueuedItems().removeAll(corruptIds);
  }
}
"
3080,run(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\QueueScheduler.java,xdm,58,1517,1381,10,0.0517,0.0366,0.35,21,25,"@Override public void run(){
  long lastUpdateChecked=0;
  try {
    Calendar cal=Calendar.getInstance();
    while (!stop) {
      try {
        long currentTime=System.currentTimeMillis();
        if (currentTime - lastKeepAwakePing > 3000) {
          if (!XDMApp.getInstance().isAllFinished()) {
            XDMUtils.keepAwakePing();
            lastKeepAwakePing=currentTime;
          }
        }
        ArrayList<DownloadQueue> queues=QueueManager.getInstance().getQueueList();
        for (int i=0; i < queues.size(); i++) {
          DownloadQueue queue=queues.get(i);
          if (queue.isRunning() || queue.getStartTime() == -1) {
            continue;
          }
          Date now=new Date();
          cal.setTime(now);
          Date onlyDate=DateTimeUtils.getDatePart(cal);
          long seconds=DateTimeUtils.getTimePart(now);
          if (seconds > queue.getStartTime()) {
            if (queue.getEndTime() > 0) {
              if (queue.getEndTime() < seconds) {
                continue;
              }
            }
          }
 else {
            continue;
          }
          if (queue.isPeriodic()) {
            int day=cal.get(Calendar.DAY_OF_WEEK);
            int mask=0x01 << (day - 1);
            if ((queue.getDayMask() & mask) != mask) {
              continue;
            }
          }
 else {
            Date execDate=queue.getExecDate();
            if (execDate == null) {
              continue;
            }
            cal.setTime(execDate);
            Date onlyDate2=DateTimeUtils.getDatePart(cal);
            if (onlyDate.compareTo(onlyDate2) < 0) {
              continue;
            }
          }
          queue.start();
        }
        for (int i=0; i < queues.size(); i++) {
          DownloadQueue queue=queues.get(i);
          if (!queue.isRunning()) {
            continue;
          }
          if (queue.getEndTime() < 1) {
            continue;
          }
          Date now=new Date();
          long seconds=DateTimeUtils.getTimePart(now);
          if (queue.getEndTime() < seconds) {
            queue.stop();
          }
        }
        Thread.sleep(1000);
      }
 catch (      Exception e2) {
        Logger.log(""error in scheduler: "" + e2);
        Logger.log(e2);
      }
      long now=System.currentTimeMillis();
      if (now - lastUpdateChecked > 3600 * 1000) {
        int stat=UpdateChecker.getUpdateStat();
switch (stat) {
case UpdateChecker.NO_UPDATE_AVAILABLE:
          break;
case UpdateChecker.APP_UPDATE_AVAILABLE:
        XDMApp.getInstance().notifyAppUpdate();
      break;
case UpdateChecker.COMP_NOT_INSTALLED:
    XDMApp.getInstance().notifyComponentInstall();
  break;
case UpdateChecker.COMP_UPDATE_AVAILABLE:
XDMApp.getInstance().notifyComponentUpdate();
break;
}
}
lastUpdateChecked=now;
}
}
 catch (Exception e) {
Logger.log(""error in scheduler: "" + e);
Logger.log(e);
}
}
"
3085,showMainWindow(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,6,9,3,3,0.4167,0.3214,1,0,2,"public void showMainWindow(){
  if (mainWindow == null) {
    mainWindow=new MainWindow();
  }
  mainWindow.setVisible(true);
  mainWindow.toFront();
}
"
3086,XDMApp(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,14,90,89,13,0.0774,0.0038,0.5,0,1,"private XDMApp(){
  listChangeListeners=new ArrayList<ListChangeListener>();
  downloads=new HashMap<String,DownloadEntry>();
  downloaders=new HashMap<String,Downloader>();
  downloadWindows=new HashMap<String,DownloadWindow>();
  loadDownloadList();
  lastSaved=System.currentTimeMillis();
  pendingDownloads=new ArrayList<String>();
  qMgr=QueueManager.getInstance();
  qMgr.fixCorruptEntries(getDownloadIds(),this);
  QueueScheduler.getInstance().start();
  Config.getInstance().load();
  HttpContext.getInstance().init();
}
"
3088,downloadFinished(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,24,241,206,9,0.1204,0.0656,0.4,4,10,"public void downloadFinished(String id){
  DownloadEntry ent=downloads.get(id);
  ent.setState(XDMConstants.FINISHED);
  Downloader d=downloaders.remove(id);
  if (d != null && d.getSize() < 0) {
    ent.setSize(d.getDownloaded());
  }
  DownloadWindow wnd=downloadWindows.get(id);
  if (wnd != null) {
    wnd.close(XDMConstants.FINISHED,0);
    downloadWindows.remove(id);
    if (ent.isStartedByUser()) {
      new DownloadCompleteWnd(ent.getFile(),ent.getFolder()).setVisible(true);
    }
  }
  notifyListeners(null);
  saveDownloadList();
  if (Config.getInstance().isExecAntivir()) {
    if (!StringUtils.isNullOrEmptyOrBlank(Config.getInstance().getAntivirExe())) {
      execAntivir();
    }
  }
  processNextItem(id);
  if (isAllFinished()) {
    if (Config.getInstance().isAutoShutdown()) {
      initShutdown();
    }
    if (Config.getInstance().isExecCmd()) {
      execCmd();
    }
  }
}
"
3089,downloadFailed(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,16,91,62,5,0.1641,0.1191,1,4,3,"public void downloadFailed(String id){
  Downloader d=downloaders.remove(id);
  if (id == null) {
    Logger.log(""Download failed, id null"");
    return;
  }
  DownloadWindow wnd=downloadWindows.get(id);
  if (wnd != null) {
    wnd.close(XDMConstants.FAILED,d.getErrorCode());
    downloadWindows.remove(id);
  }
 else {
    Logger.log(""Wnd is null!!!"");
  }
  DownloadEntry ent=downloads.get(id);
  ent.setState(XDMConstants.PAUSED);
  notifyListeners(id);
  saveDownloadList();
  Logger.log(""removed"");
  processNextItem(id);
}
"
3090,downloadStopped(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,12,47,28,4,0.2083,0.1315,1,3,2,"public void downloadStopped(String id){
  downloaders.remove(id);
  DownloadWindow wnd=downloadWindows.get(id);
  if (wnd != null) {
    wnd.close(XDMConstants.PAUSED,0);
    downloadWindows.remove(id);
  }
  DownloadEntry ent=downloads.get(id);
  ent.setState(XDMConstants.PAUSED);
  notifyListeners(id);
  saveDownloadList();
  processNextItem(id);
}
"
3091,downloadConfirmed(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,15,68,31,4,0.1852,0.1342,0.5,4,3,"public void downloadConfirmed(String id){
  Logger.log(""confirmed "" + id);
  Downloader d=downloaders.get(id);
  DownloadEntry ent=downloads.get(id);
  ent.setSize(d.getSize());
  if (d.isFileNameChanged()) {
    ent.setFile(d.getNewFile());
    ent.setCategory(XDMUtils.findCategory(d.getNewFile()));
    updateFileName(ent);
  }
  DownloadWindow wnd=downloadWindows.get(id);
  if (wnd != null) {
    wnd.update(d,ent.getFile());
  }
  notifyListeners(id);
  saveDownloadList();
}
"
3092,downloadUpdated(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,18,115,77,6,0.1611,0.1213,0.363636364,5,5,"public void downloadUpdated(String id){
  DownloadEntry ent=downloads.get(id);
  Downloader d=downloaders.get(id);
  if (d == null) {
    Logger.log(""################# sync error ##############"");
  }
  ent.setSize(d.getSize());
  ent.setDownloaded(d.getDownloaded());
  ent.setProgress(d.getProgress());
  ent.setState(d.isAssembling() ? XDMConstants.ASSEMBLING : XDMConstants.DOWNLOADING);
  DownloadWindow wnd=downloadWindows.get(id);
  if (wnd != null) {
    wnd.update(d,ent.getFile());
  }
  notifyListeners(id);
  long now=System.currentTimeMillis();
  if (now - lastSaved > 5000) {
    saveDownloadList();
    lastSaved=now;
  }
}
"
3094,"addDownload(HttpMetadata,String)",D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,22,230,229,21,0.0682,0.0122,1,2,3,"public void addDownload(final HttpMetadata metadata,final String file){
  if (refreshCallback != null) {
    if (refreshCallback.isValidLink(metadata)) {
      return;
    }
  }
  SwingUtilities.invokeLater(new Runnable(){
    @Override public void run(){
      new NewDownloadWindow(metadata,file).setVisible(true);
    }
  }
);
}
"
3098,"addMedia(HttpMetadata,String,String)",D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,8,28,28,8,0.125,0,0.5,3,2,"public void addMedia(final HttpMetadata metadata,final String file,final String info){
  if (Config.getInstance().isShowVideoNotification()) {
    SwingUtilities.invokeLater(new Runnable(){
      @Override public void run(){
        VideoPopup.getInstance().addVideo(metadata,file,info);
      }
    }
);
  }
}
"
3100,"createDownload(String,String,HttpMetadata,boolean,String,int,int)",D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\XDMApp.java,xdm,23,172,91,5,0.1204,0.1323,0.375,9,5,"public void createDownload(String file,String folder,HttpMetadata metadata,boolean now,String queueId,int formatIndex,int streamIndex){
  metadata.save();
  DownloadEntry ent=new DownloadEntry();
  ent.setId(metadata.getId());
  ent.setOutputFormatIndex(formatIndex);
  ent.setState(XDMConstants.PAUSED);
  ent.setFile(file);
  ent.setFolder(folder);
  ent.setCategory(XDMUtils.findCategory(file));
  ent.setDate(System.currentTimeMillis());
  putInQueue(queueId,ent);
  ent.setStartedByUser(now);
  downloads.put(metadata.getId(),ent);
  saveDownloadList();
  if (!now) {
    DownloadQueue q=qMgr.getQueueById(queueId);
    if (q != null && q.isRunning()) {
      Logger.log(""Queue is running, if no pending download pickup next available download"");
      q.next();
    }
  }
  if (now) {
    startDownload(metadata.getId(),metadata,ent,streamIndex);
  }
  notifyListeners(null);
}
"
